0.7445	2.8627
1.1921	0.7981
1.9346	2.7063
2.5232	1.9498
3.1350	2.5021
3.8531	1.8613
4.5864	0.1413
4.7570	2.7841
5.2882	0.6413
6.2263	2.1516
6.2313	1.4329
6.8839	0.6407
7.4184	2.0451
7.6967	1.6912
8.0289	1.9287
8.1370	0.2017
9.0619	2.9833
9.5665	1.0118
9.7223	0.6825
15.4757	2.2360
16.2140	2.8149
16.3980	0.6724
16.6330	2.1274
17.4250	0.5800
17.8852	2.3119
18.8130	1.8590
19.5802	2.9738
19.7540	0.1243
19.9704	0.6410
20.5458	1.0896
21.3628	1.4375
22.2354	2.6546
22.7056	1.2950
22.7762	2.7294
23.2079	0.1285
23.3994	0.7341
23.6778	1.5674
24.2019	2.1536
24.8101	0.8820
25.6808	0.9975
